20
80
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
1,1,1,1,1,1,24,25,26,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,1,1,
1,24,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,24,25,26,1,1,1,1,2,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
25,26,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,1,1,1,
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,24,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,24,25,26,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
1,1,1,1,24,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,24,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,24,25,26,1,1,1,1,1,1,1,2,1,
19,19,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
15,15,17,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,
15,15,17,1,1,1,1,1,1,1,1,1,21,19,19,19,19,19,19,19,
19,19,19,19,18,1,1,1,1,1,1,21,22,15,15,15,15,15,15,15,
15,15,15,15,17,1,1,1,1,1,1,23,15,15,1,1,1,1,1,1,
19,19,19,19,19,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
19,19,19,19,19,19,19,19,18,1,1,1,1,1,2,1,1,1,1,1,
15,15,15,15,15,15,15,15,17,3,3,3,3,3,3,3,3,3,3,3

